,busno,busid,stationid,stationnm,x,y
0,0017,100100124,03689,청암자이아파트,126.946517,37.534363
1,0017,100100124,03298,청암동강변삼성아파트,126.949304,37.533961
2,0017,100100124,03321,청심경로당,126.950449,37.533744
3,0017,100100124,03304,원효2동주민센터,126.950904,37.534278
4,0017,100100124,03306,산천동,126.953984,37.53542
5,0017,100100124,03308,신창동세방아파트,126.955032,37.535749
6,0017,100100124,03310,남이장군사당,126.957957,37.536707
7,0017,100100124,03312,새마을금고,126.959503,37.537126
8,0017,100100124,03247,용문시장,126.960735,37.53663
9,0017,100100124,03250,용산전자상가입구,126.962043,37.534483
10,0017,100100124,03252,신용산.지하차도,126.9639,37.532657
11,0017,100100124,03119,신용산역3번출구,126.967324,37.528757
12,0017,100100124,03255,용산역,126.965931,37.528414
13,0017,100100124,03256,용사의집,126.964519,37.527193
14,0017,100100124,03122,한강로동웨딩코리아,126.964006,37.52525
15,0017,100100124,03294,서부이촌동입구,126.959676,37.523697
16,0017,100100124,03292,이촌2동대림아파트.새남터성지,126.956279,37.526148
17,0017,100100124,03290,이촌2동주민센터,126.955013,37.527717
18,0017,100100124,03288,이촌2동부영주유소,126.954556,37.530174
19,0017,100100124,03287,이촌119안전센터.성촌공원,126.95304,37.530169
20,0017,100100124,03296,원효2동산호아파트후문,126.94972,37.532563
21,0017,100100124,03298,청암동강변삼성아파트,126.949304,37.533961
22,0017,100100124,03299,원효2동산호아파트,126.950588,37.53308
23,0017,100100124,03301,현대자동차써비스,126.953552,37.532241
24,0017,100100124,03289,이촌2동부영주유소,126.954443,37.529743
25,0017,100100124,03291,이촌2동주민센터,126.954763,37.527969
26,0017,100100124,03293,이촌2동대림아파트.새남터성지,126.956231,37.526069
27,0017,100100124,03295,이촌2동강변아파트,126.959844,37.523515
28,0017,100100124,03001,한강대교북단,126.963173,37.524101
29,0017,100100124,03003,신용산역,126.966144,37.52728
30,0017,100100124,03253,신용산역,126.96763,37.529986
31,0017,100100124,03251,신용산.지하차도,126.963942,37.53273
32,0017,100100124,03249,용산전자상가입구,126.962132,37.534535
33,0017,100100124,03248,용문시장,126.961272,37.535947
34,0017,100100124,03313,새마을금고,126.959391,37.537232
35,0017,100100124,03311,남이장군사당,126.958255,37.536866
36,0017,100100124,03309,신창동세방아파트,126.954954,37.535817
37,0017,100100124,03307,산천동,126.953802,37.535485
38,0017,100100124,03305,산천동리버힐삼성아파트,126.951187,37.534507
39,0017,100100124,03322,삼성테마트,126.95036,37.533755
40,0017,100100124,03297,청암동강변삼성아파트,126.948244,37.534597
41,102,100100007,11193,온곡중학교노원정보도서관,127.06454,37.659283
42,102,100100007,11208,상계초등학교,127.065984,37.657658
43,102,100100007,11210,노원역9번출구,127.061993,37.656053
44,102,100100007,11244,상계주공3단지,127.061081,37.652128
45,102,100100007,11245,상계주공2단지,127.061811,37.649685
46,102,100100007,11246,상계주공1단지,127.062996,37.64718
47,102,100100007,11372,어린이교통공원,127.062706,37.645239
48,102,100100007,11248,마들근린공원.노원에코센터,127.059519,37.645206
49,102,100100007,10279,창동주공17단지,127.05391,37.645987
50,102,100100007,10242,창동주공4단지,127.048096,37.645249
51,102,100100007,10245,도봉문화정보도서관,127.044076,37.644152
52,102,100100007,10247,창림초교창동신창아파트앞,127.040827,37.641557
53,102,100100007,10249,KEB.하나은행.창동.지점,127.039543,37.640254
54,102,100100007,10331,신창.창동시장,127.038423,37.639035
55,102,100100007,10251,창동서울탁주앞,127.037005,37.637544
56,102,100100007,09152,번동사거리,127.035349,37.636132
57,102,100100007,09150,북부시장입구,127.032018,37.635363
58,102,100100007,09148,강북경찰서입구,127.028686,37.63515
59,102,100100007,09267,수유사거리,127.024699,37.634895
60,102,100100007,09005,수유시장.성신여대미아캠퍼스앞,127.02433,37.630881
61,102,100100007,09007,미아역.신일중고,127.026656,37.624871
62,102,100100007,09009,도봉세무서.성북시장,127.028701,37.61971
63,102,100100007,09011,미아사거리역,127.030002,37.613765
64,102,100100007,08001,월곡뉴타운,127.028232,37.60689
65,102,100100007,08003,길음뉴타운,127.024185,37.603609
66,102,100100007,08005,미아리고개.미아리예술극장,127.02168,37.598812
67,102,100100007,08007,돈암사거리.성신여대입구,127.018087,37.593775
68,102,100100007,08009,삼선교.한성대학교,127.00921,37.589883
69,102,100100007,01005,혜화동로터리,127.001694,37.58623
70,102,100100007,01003,명륜3가.성대입구,126.99829,37.582709
71,102,100100007,01002,창경궁.서울대학교병원,126.99652,37.579179
72,102,100100007,01218,현대그룹빌딩,127.000518,37.575919
73,102,100100007,01225,이화동(이화장),127.003282,37.576035
74,102,100100007,01215,충신동,127.006331,37.574106
75,102,100100007,01214,동대문,127.008513,37.571785
76,102,100100007,01207,종로6가,127.002601,37.571103
77,102,100100007,01205,종로5가.효제초등학교,127.002028,37.572882
78,102,100100007,01204,종로5가.효제동,127.002111,37.574464
79,102,100100007,01219,통신대(이화장),127.002298,37.578124
80,102,100100007,01220,혜화역.마로니에공원,127.002133,37.581107
81,102,100100007,01229,혜화역.동성중고(장면총리가옥),127.001528,37.584542
82,102,100100007,08010,삼선교.한성대학교,127.008364,37.589327
83,102,100100007,08008,돈암사거리.성신여대입구,127.017819,37.593321
84,102,100100007,08006,미아리고개.미아리예술극장,127.02179,37.597923
85,102,100100007,08004,길음뉴타운,127.023678,37.603191
86,102,100100007,08002,월곡뉴타운,127.027379,37.605997
87,102,100100007,09012,미아사거리역,127.03024,37.612897
88,102,100100007,09010,도봉세무서.성북시장,127.029232,37.618833
89,102,100100007,09008,미아역.신일중고,127.027152,37.624114
90,102,100100007,09006,수유시장.성신여대미아캠퍼스앞,127.024695,37.630564
91,102,100100007,09266,수유사거리,127.024214,37.634771
92,102,100100007,09149,강북경찰서입구,127.029287,37.635134
93,102,100100007,09151,북부시장입구,127.032265,37.635324
94,102,100100007,09153,번동사거리,127.035353,37.636028
95,102,100100007,10250,창동서울탁주앞,127.037273,37.637676
96,102,100100007,10330,창동.신창시장,127.037431,37.637841
97,102,100100007,10248,KEB.하나은행.창동.지점,127.03951,37.640065
98,102,100100007,10246,창림초교창동신창아파트앞,127.04099,37.641567
99,102,100100007,10244,도봉문화정보도서관,127.044188,37.644095
100,102,100100007,10241,창동주공4단지,127.048593,37.645241
101,102,100100007,10278,창동주공17단지,127.0538,37.645885
102,102,100100007,11247,마들근린공원.노원에코센터,127.059233,37.645118
103,102,100100007,11390,중계역1번출구,127.063777,37.646026
104,102,100100007,11257,백병원,127.062779,37.647985
105,102,100100007,11256,상계주공4단지,127.061674,37.650758
106,102,100100007,11255,상계주공6단지,127.06098,37.653158
107,102,100100007,11211,노원역1번출구,127.063416,37.65628
108,102,100100007,11209,상계초등학교,127.066106,37.65771
109,106,100100011,61172,대원여객,127.043558,37.753323
110,106,100100011,61171,가재울교차로,127.044185,37.751241
111,106,100100011,61169,가능역.성베드로병원,127.045323,37.747777
112,106,100100011,61120,경기북부보훈지청,127.045949,37.74544
113,106,100100011,61002,의정부경찰서앞,127.046708,37.742466
114,106,100100011,61010,의정부역.흥선지하도입구,127.046988,37.741294
115,106,100100011,61021,의정부3동우체국,127.047797,37.734787
116,106,100100011,61023,의정부3동주민센터입구,127.047915,37.731433
117,106,100100011,61040,호원2동주민센터입구,127.048104,37.727107
118,106,100100011,61032,회룡역,127.047978,37.723207
119,106,100100011,61030,호원동.한주3.4차아파트,127.047517,37.721117
120,106,100100011,61047,자동차검사소.한주아파트,127.047232,37.718998
121,106,100100011,61046,회룡중학교,127.047178,37.716511
122,106,100100011,61034,안말.병무청.호원예비군훈련장,127.047347,37.712963
123,106,100100011,61044,장수원.신한대학교,127.048119,37.707861
124,106,100100011,61036,호원고교.호암초교,127.048008,37.705211
125,106,100100011,61038,롯데.신도아파트,127.047508,37.702478
126,106,100100011,61605,다락원.서울인강학교앞,127.04478,37.694192
127,106,100100011,10001,도봉산역,127.045432,37.689195
128,106,100100011,10003,도봉한신아파트,127.045919,37.684052
129,106,100100011,10005,서울북부지방법원.검찰청.도봉역성황당,127.044915,37.677729
130,106,100100011,10007,신도봉사거리,127.044134,37.673291
131,106,100100011,10019,신도봉시장.도봉구청.방학북부역,127.043579,37.669999
132,106,100100011,10009,도봉소방서.방학남부역,127.042943,37.666338
133,106,100100011,10011,도봉보건소,127.040748,37.658942
134,106,100100011,10013,도봉구민회관,127.038155,37.654567
135,106,100100011,10015,쌍문역,127.034752,37.648824
136,106,100100011,10017,우이1교앞,127.032652,37.645293
137,106,100100011,09001,수유3동우체국,127.029006,37.641266
138,106,100100011,09013,수유(강북구청)역,127.026037,37.63852
139,106,100100011,09003,수유역,127.024053,37.636702
140,106,100100011,09005,수유시장.성신여대미아캠퍼스앞,127.02433,37.630881
141,106,100100011,09007,미아역.신일중고,127.026656,37.624871
142,106,100100011,09009,도봉세무서.성북시장,127.028701,37.61971
143,106,100100011,09011,미아사거리역,127.030002,37.613765
144,106,100100011,08001,월곡뉴타운,127.028232,37.60689
145,106,100100011,08003,길음뉴타운,127.024185,37.603609
146,106,100100011,08005,미아리고개.미아리예술극장,127.02168,37.598812
147,106,100100011,08007,돈암사거리.성신여대입구,127.018087,37.593775
148,106,100100011,08009,삼선교.한성대학교,127.00921,37.589883
149,106,100100011,01005,혜화동로터리,127.001694,37.58623
150,106,100100011,01003,명륜3가.성대입구,126.99829,37.582709
151,106,100100011,01002,창경궁.서울대학교병원,126.99652,37.579179
152,106,100100011,01198,원남동,126.997338,37.574533
153,106,100100011,01179,종로5가,127.000015,37.570778
154,106,100100011,01205,종로5가.효제초등학교,127.002028,37.572882
155,106,100100011,01204,종로5가.효제동,127.002111,37.574464
156,106,100100011,01219,통신대(이화장),127.002298,37.578124
157,106,100100011,01220,혜화역.마로니에공원,127.002133,37.581107
158,106,100100011,01229,혜화역.동성중고(장면총리가옥),127.001528,37.584542
159,106,100100011,08010,삼선교.한성대학교,127.008364,37.589327
160,106,100100011,08008,돈암사거리.성신여대입구,127.017819,37.593321
161,106,100100011,08006,미아리고개.미아리예술극장,127.02179,37.597923
162,106,100100011,08004,길음뉴타운,127.023678,37.603191
163,106,100100011,08002,월곡뉴타운,127.027379,37.605997
164,106,100100011,09012,미아사거리역,127.03024,37.612897
165,106,100100011,09010,도봉세무서.성북시장,127.029232,37.618833
166,106,100100011,09008,미아역.신일중고,127.027152,37.624114
167,106,100100011,09006,수유시장.성신여대미아캠퍼스앞,127.024695,37.630564
168,106,100100011,09004,수유역.강북구청,127.025184,37.637522
169,106,100100011,09002,수유3동우체국,127.028631,37.640697
170,106,100100011,10018,우이1교앞,127.032464,37.644663
171,106,100100011,10016,쌍문역,127.034483,37.648063
172,106,100100011,10014,도봉구민회관,127.038064,37.65407
173,106,100100011,10012,도봉보건소.북한산아이파크아파트,127.040545,37.658272
174,106,100100011,10010,도봉소방서.방학남부역,127.043036,37.665678
175,106,100100011,10020,신도봉시장.도봉구청.방학북부역,127.0437,37.669488
176,106,100100011,10008,신도봉사거리,127.04425,37.672866
177,106,100100011,10006,서울북부지방법원.검찰청.도봉역성황당,127.044964,37.677099
178,106,100100011,10004,도봉한신아파트,127.045915,37.682572
179,106,100100011,10002,도봉산역,127.045637,37.688785
180,106,100100011,61604,다락원.서울인강학교앞,127.045017,37.694818
181,106,100100011,61039,롯데.신도아파트,127.047676,37.702712
182,106,100100011,61037,호원고교.호암초교,127.048131,37.705121
183,106,100100011,61035,장수원.신한대학교,127.048291,37.707559
184,106,100100011,61042,그랑베르아파트,127.047917,37.710464
185,106,100100011,61045,안말.병무청.호원예비군훈련장앞,127.047374,37.71371
186,106,100100011,61033,회룡중학교,127.04732,37.716732
187,106,100100011,61031,자동차검사소.한주아파트,127.047367,37.718918
188,106,100100011,61180,호원동.한주3.4차아파트,127.04756,37.720617
189,106,100100011,61029,회룡역,127.048096,37.723094
190,106,100100011,61041,의정부교앞,127.048126,37.728721
191,106,100100011,61024,의정부3동주민센터입구,127.048054,37.731334
192,106,100100011,61022,의정부3동우체국,127.047945,37.734601
193,106,100100011,61009,의정부역.농협앞,127.047064,37.74156
194,106,100100011,61003,중앙초등학교,127.046225,37.74492
195,106,100100011,61001,가능역.성베드로병원,127.045391,37.748039
196,106,100100011,61014,가재울교차로,127.044231,37.751472
197,107,100100012,61606,민락동차고지,127.11851,37.749237
198,107,100100012,61622,무지랭이약수터,127.117882,37.751572
199,107,100100012,61620,용암마을16단지,127.115947,37.755284
200,107,100100012,61618,양지마을후문입구,127.113272,37.755099
201,107,100100012,61616,송양초등학교,127.107781,37.753097
202,107,100100012,61615,양지마을8단지,127.111249,37.752352
203,107,100100012,61625,송양고등학교,127.107781,37.753097
204,107,100100012,61612,송양중학교,127.103454,37.751771
205,107,100100012,61610,부용마을아파트정문,127.09973,37.749273
206,107,100100012,61608,송산초교.상가단지,127.099736,37.746013
207,107,100100012,61156,송산주공2.5단지,127.087831,37.744139
208,107,100100012,61158,어룡역.롯데마트,127.085021,37.742974
209,107,100100012,61160,송산주공7단지,127.086774,37.741044
210,107,100100012,61089,충의중학교,127.089817,37.741265
211,107,100100012,61094,산들마을1단지남문,127.092436,37.740734
212,107,100100012,61091,산들마을1단지동문,127.093857,37.740949
213,107,100100012,61092,민락초등학교,127.094205,37.741999
214,107,100100012,61093,산들마을4단지,127.096838,37.741759
215,107,100100012,61095,민락중학교,127.095769,37.740131
216,107,100100012,61088,민락주공2단지,127.096093,37.738948
217,107,100100012,61165,청구아파트,127.09586,37.737375
218,107,100100012,61086,송산주공4단지,127.090688,37.733153
219,107,100100012,61176,송산1동주민센터,127.088164,37.731294
220,107,100100012,61167,만가대.솔뫼중학교,127.084559,37.730786
221,107,100100012,61131,용현주공아파트.306보충대,127.08024,37.733567
222,107,100100012,61085,동국대사범부속영석고등학교,127.075857,37.735342
223,107,100100012,61066,신곡현대아파트,127.070514,37.73711
224,107,100100012,61064,의정부초교.신곡동신일아파트,127.062543,37.73582
225,107,100100012,61067,신곡지하차도,127.058118,37.735024
226,107,100100012,61075,의암교회앞,127.058784,37.731689
227,107,100100012,61077,서해.한일.삼익아파트,127.058935,37.730948
228,107,100100012,61074,장암주공5단지앞,127.059703,37.727228
229,107,100100012,61050,장암주공2단지.장암우성아파트,127.060297,37.724431
230,107,100100012,61048,쌍암사입구,127.057628,37.706638
231,107,100100012,61061,도봉차량기지앞,127.051504,37.702533
232,107,100100012,61605,다락원.서울인강학교앞,127.04478,37.694192
233,107,100100012,10001,도봉산역,127.045432,37.689195
234,107,100100012,10003,도봉한신아파트,127.045919,37.684052
235,107,100100012,10005,서울북부지방법원.검찰청.도봉역성황당,127.044915,37.677729
236,107,100100012,10007,신도봉사거리,127.044134,37.673291
237,107,100100012,10019,신도봉시장.도봉구청.방학북부역,127.043579,37.669999
238,107,100100012,10009,도봉소방서.방학남부역,127.042943,37.666338
239,107,100100012,10011,도봉보건소,127.040748,37.658942
240,107,100100012,10013,도봉구민회관,127.038155,37.654567
241,107,100100012,10015,쌍문역,127.034752,37.648824
242,107,100100012,10017,우이1교앞,127.032652,37.645293
243,107,100100012,09001,수유3동우체국,127.029006,37.641266
244,107,100100012,09013,수유(강북구청)역,127.026037,37.63852
245,107,100100012,09003,수유역,127.024053,37.636702
246,107,100100012,09005,수유시장.성신여대미아캠퍼스앞,127.02433,37.630881
247,107,100100012,09007,미아역.신일중고,127.026656,37.624871
248,107,100100012,09009,도봉세무서.성북시장,127.028701,37.61971
249,107,100100012,09011,미아사거리역,127.030002,37.613765
250,107,100100012,08001,월곡뉴타운,127.028232,37.60689
251,107,100100012,08003,길음뉴타운,127.024185,37.603609
252,107,100100012,08005,미아리고개.미아리예술극장,127.02168,37.598812
253,107,100100012,08007,돈암사거리.성신여대입구,127.018087,37.593775
254,107,100100012,08009,삼선교.한성대학교,127.00921,37.589883
255,107,100100012,01005,혜화동로터리,127.001694,37.58623
256,107,100100012,01003,명륜3가.성대입구,126.99829,37.582709
257,107,100100012,01002,창경궁.서울대학교병원,126.99652,37.579179
258,107,100100012,01218,현대그룹빌딩,127.000518,37.575919
259,107,100100012,01225,이화동(이화장),127.003282,37.576035
260,107,100100012,01215,충신동,127.006331,37.574106
261,107,100100012,01214,동대문,127.008513,37.571785
262,107,100100012,01207,종로6가,127.002601,37.571103
263,107,100100012,01205,종로5가.효제초등학교,127.002028,37.572882
264,107,100100012,01204,종로5가.효제동,127.002111,37.574464
265,107,100100012,01219,통신대(이화장),127.002298,37.578124
266,107,100100012,01220,혜화역.마로니에공원,127.002133,37.581107
267,107,100100012,01229,혜화역.동성중고(장면총리가옥),127.001528,37.584542
268,107,100100012,08010,삼선교.한성대학교,127.008364,37.589327
269,107,100100012,08008,돈암사거리.성신여대입구,127.017819,37.593321
270,107,100100012,08006,미아리고개.미아리예술극장,127.02179,37.597923
271,107,100100012,08004,길음뉴타운,127.023678,37.603191
272,107,100100012,08002,월곡뉴타운,127.027379,37.605997
273,107,100100012,09012,미아사거리역,127.03024,37.612897
274,107,100100012,09010,도봉세무서.성북시장,127.029232,37.618833
275,107,100100012,09008,미아역.신일중고,127.027152,37.624114
276,107,100100012,09006,수유시장.성신여대미아캠퍼스앞,127.024695,37.630564
277,107,100100012,09004,수유역.강북구청,127.025184,37.637522
278,107,100100012,09002,수유3동우체국,127.028631,37.640697
279,107,100100012,10018,우이1교앞,127.032464,37.644663
280,107,100100012,10016,쌍문역,127.034483,37.648063
281,107,100100012,10014,도봉구민회관,127.038064,37.65407
282,107,100100012,10012,도봉보건소.북한산아이파크아파트,127.040545,37.658272
283,107,100100012,10010,도봉소방서.방학남부역,127.043036,37.665678
284,107,100100012,10020,신도봉시장.도봉구청.방학북부역,127.0437,37.669488
285,107,100100012,10008,신도봉사거리,127.04425,37.672866
286,107,100100012,10006,서울북부지방법원.검찰청.도봉역성황당,127.044964,37.677099
287,107,100100012,10004,도봉한신아파트,127.045915,37.682572
288,107,100100012,10002,도봉산역,127.045637,37.688785
289,107,100100012,61604,다락원.서울인강학교앞,127.045017,37.694818
290,107,100100012,61060,도봉차량기지앞,127.051429,37.702232
291,107,100100012,61051,쌍암사입구,127.057263,37.705558
292,107,100100012,61049,장암우성아파트.장암주공2단지,127.060359,37.724714
293,107,100100012,61071,장암주공5단지.한국.풍림아파트,127.059785,37.727461
294,107,100100012,61073,서해아파트,127.059193,37.730334
295,107,100100012,61072,의암교회,127.058908,37.731694
296,107,100100012,61076,신곡지하차도,127.058144,37.735544
297,107,100100012,61063,한일유앤아이아파트,127.062554,37.735703
298,107,100100012,61065,신곡현대아파트,127.070531,37.736983
299,107,100100012,61148,동국대사범부속영석고등학교,127.075805,37.735241
300,107,100100012,61147,용현주공아파트.306보충대,127.079519,37.73379
301,107,100100012,61135,솔뫼중학교.만가대,127.082447,37.732059
302,107,100100012,61166,송산1동주민센터,127.088831,37.731498
303,107,100100012,61087,청구아파트,127.095195,37.736782
304,107,100100012,61164,민락주공2단지,127.096093,37.739134
305,107,100100012,61096,민락중학교,127.095957,37.740108
306,107,100100012,61163,산들마을4단지,127.096897,37.741587
307,107,100100012,61162,민락초등학교,127.094135,37.742177
308,107,100100012,61130,산들마을1단지동문,127.093722,37.74093
309,107,100100012,61134,산들마을1단지남문,127.092615,37.740819
310,107,100100012,61090,충의중학교,127.0904,37.741258
311,107,100100012,61161,송산주공7단지,127.086993,37.741214
312,107,100100012,61159,어룡역.롯데마트,127.085219,37.742788
313,107,100100012,61157,송산주공6단지,127.087542,37.743951
314,107,100100012,61125,송산주공3단지,127.089474,37.744399
315,107,100100012,61609,송산초교.상가단지,127.099998,37.746031
316,107,100100012,61611,부용마을아파트정문,127.099881,37.749264
317,107,100100012,61613,송양중학교,127.103613,37.751574
318,107,100100012,61624,송양고등학교,127.107559,37.753004
319,107,100100012,61614,양지마을8단지,127.110998,37.752128
320,107,100100012,61617,송양초등학교,127.113914,37.753037
321,107,100100012,61619,용암마을입구,127.113867,37.755269
322,107,100100012,61621,용암마을15단지,127.116367,37.754831
323,107,100100012,61623,무지랭이약수터,127.117647,37.751492
324,107,100100012,61607,민락동차고지,127.118178,37.749161
325,108,100100013,68253,차고지,127.065866,37.85288
326,108,100100013,68031,진흥마트,127.061911,37.846317
327,108,100100013,68020,덕정역,127.062183,37.843289
328,108,100100013,68021,한국아파트입구,127.062574,37.839304
329,108,100100013,68077,융보아파트,127.063364,37.837055
330,108,100100013,68009,덕정아파트5단지.예스병원,127.065776,37.837534
331,108,100100013,68290,덕정주공6단지,127.073693,37.837154
332,108,100100013,68069,서재말,127.075538,37.836882
333,108,100100013,68074,회암2통마을회관,127.083303,37.83857
334,108,100100013,68161,옥정3단지,127.087361,37.836591
335,108,100100013,68171,세창아파트입구,127.0879,37.834727
336,108,100100013,68172,세창아파트,127.087056,37.829471
337,108,100100013,68086,옥정고등학교,127.08728,37.826539
338,108,100100013,68175,문화공원,127.094323,37.826662
339,108,100100013,68085,율정초등학교,127.100986,37.827604
340,108,100100013,68176,기우리다리앞,127.102267,37.826755
341,108,100100013,68092,옥정13단지.귀메골,127.103197,37.824969
342,108,100100013,68048,65사단,127.102671,37.81926
343,108,100100013,68084,풀무원입구,127.10305,37.816762
344,108,100100013,68112,삼가대삼거리,127.10642,37.814724
345,108,100100013,68170,삼숭2통마을회관,127.102835,37.812806
346,108,100100013,68256,삼숭교,127.096839,37.808056
347,108,100100013,68260,성우.나래아파트,127.093666,37.806995
348,108,100100013,68262,TS3차아파트,127.087985,37.805931
349,108,100100013,68121,장거리한양수자인1단지,127.083334,37.803707
350,108,100100013,68119,TS1.2차아파트,127.082251,37.800834
351,108,100100013,68165,덕현초교.덕고개,127.080767,37.798239
352,108,100100013,68116,주공4단지,127.076845,37.794429
353,108,100100013,68110,대방신도아파트,127.075115,37.792702
354,108,100100013,68130,서반창.삽사동,127.072274,37.791044
355,108,100100013,68270,광사1통마을회관,127.069679,37.785744
356,108,100100013,68138,응달마을,127.056925,37.779659
357,108,100100013,68140,응달마을,127.055095,37.779005
358,108,100100013,68148,주내파출소.주내교회,127.053093,37.778662
359,108,100100013,68109,마전동,127.049464,37.781304
360,108,100100013,68102,양주시청.화원,127.047415,37.783652
361,108,100100013,68099,양주역,127.045141,37.774895
362,108,100100013,61174,비석거리,127.043756,37.764559
363,108,100100013,61179,녹양역,127.042571,37.759776
364,108,100100013,61170,녹양교앞,127.042776,37.757663
365,108,100100013,61172,대원여객,127.043558,37.753323
366,108,100100013,61171,가재울교차로,127.044185,37.751241
367,108,100100013,61169,가능역.성베드로병원,127.045323,37.747777
368,108,100100013,61120,경기북부보훈지청,127.045949,37.74544
369,108,100100013,61002,의정부경찰서앞,127.046708,37.742466
370,108,100100013,61010,의정부역.흥선지하도입구,127.046988,37.741294
371,108,100100013,61021,의정부3동우체국,127.047797,37.734787
372,108,100100013,61023,의정부3동주민센터입구,127.047915,37.731433
373,108,100100013,61040,호원2동주민센터입구,127.048104,37.727107
374,108,100100013,61032,회룡역,127.047978,37.723207
375,108,100100013,61030,호원동.한주3.4차아파트,127.047517,37.721117
376,108,100100013,61047,자동차검사소.한주아파트,127.047232,37.718998
377,108,100100013,61046,회룡중학교,127.047178,37.716511
378,108,100100013,61034,안말.병무청.호원예비군훈련장,127.047347,37.712963
379,108,100100013,61044,장수원.신한대학교,127.048119,37.707861
380,108,100100013,61036,호원고교.호암초교,127.048008,37.705211
381,108,100100013,61038,롯데.신도아파트,127.047508,37.702478
382,108,100100013,61605,다락원.서울인강학교앞,127.04478,37.694192
383,108,100100013,10001,도봉산역,127.045432,37.689195
384,108,100100013,10003,도봉한신아파트,127.045919,37.684052
385,108,100100013,10005,서울북부지방법원.검찰청.도봉역성황당,127.044915,37.677729
386,108,100100013,10007,신도봉사거리,127.044134,37.673291
387,108,100100013,10019,신도봉시장.도봉구청.방학북부역,127.043579,37.669999
388,108,100100013,10009,도봉소방서.방학남부역,127.042943,37.666338
389,108,100100013,10011,도봉보건소,127.040748,37.658942
390,108,100100013,10013,도봉구민회관,127.038155,37.654567
391,108,100100013,10015,쌍문역,127.034752,37.648824
392,108,100100013,10017,우이1교앞,127.032652,37.645293
393,108,100100013,09001,수유3동우체국,127.029006,37.641266
394,108,100100013,09013,수유(강북구청)역,127.026037,37.63852
395,108,100100013,09003,수유역,127.024053,37.636702
396,108,100100013,09005,수유시장.성신여대미아캠퍼스앞,127.02433,37.630881
397,108,100100013,09007,미아역.신일중고,127.026656,37.624871
398,108,100100013,09009,도봉세무서.성북시장,127.028701,37.61971
399,108,100100013,09011,미아사거리역,127.030002,37.613765
400,108,100100013,08001,월곡뉴타운,127.028232,37.60689
401,108,100100013,08003,길음뉴타운,127.024185,37.603609
402,108,100100013,08005,미아리고개.미아리예술극장,127.02168,37.598812
403,108,100100013,08007,돈암사거리.성신여대입구,127.018087,37.593775
404,108,100100013,08009,삼선교.한성대학교,127.00921,37.589883
405,108,100100013,01005,혜화동로터리,127.001694,37.58623
406,108,100100013,01003,명륜3가.성대입구,126.99829,37.582709
407,108,100100013,01002,창경궁.서울대학교병원,126.99652,37.579179
408,108,100100013,01218,현대그룹빌딩,127.000518,37.575919
409,108,100100013,01225,이화동(이화장),127.003282,37.576035
410,108,100100013,01215,충신동,127.006331,37.574106
411,108,100100013,01214,동대문,127.008513,37.571785
412,108,100100013,01207,종로6가,127.002601,37.571103
413,108,100100013,01205,종로5가.효제초등학교,127.002028,37.572882
414,108,100100013,01204,종로5가.효제동,127.002111,37.574464
415,108,100100013,01219,통신대(이화장),127.002298,37.578124
416,108,100100013,01220,혜화역.마로니에공원,127.002133,37.581107
417,108,100100013,01229,혜화역.동성중고(장면총리가옥),127.001528,37.584542
418,108,100100013,08010,삼선교.한성대학교,127.008364,37.589327
419,108,100100013,08008,돈암사거리.성신여대입구,127.017819,37.593321
420,108,100100013,08006,미아리고개.미아리예술극장,127.02179,37.597923
421,108,100100013,08004,길음뉴타운,127.023678,37.603191
422,108,100100013,08002,월곡뉴타운,127.027379,37.605997
423,108,100100013,09012,미아사거리역,127.03024,37.612897
424,108,100100013,09010,도봉세무서.성북시장,127.029232,37.618833
425,108,100100013,09008,미아역.신일중고,127.027152,37.624114
426,108,100100013,09006,수유시장.성신여대미아캠퍼스앞,127.024695,37.630564
427,108,100100013,09004,수유역.강북구청,127.025184,37.637522
428,108,100100013,09002,수유3동우체국,127.028631,37.640697
429,108,100100013,10018,우이1교앞,127.032464,37.644663
430,108,100100013,10016,쌍문역,127.034483,37.648063
431,108,100100013,10014,도봉구민회관,127.038064,37.65407
432,108,100100013,10012,도봉보건소.북한산아이파크아파트,127.040545,37.658272
433,108,100100013,10010,도봉소방서.방학남부역,127.043036,37.665678
434,108,100100013,10020,신도봉시장.도봉구청.방학북부역,127.0437,37.669488
435,108,100100013,10008,신도봉사거리,127.04425,37.672866
436,108,100100013,10006,서울북부지방법원.검찰청.도봉역성황당,127.044964,37.677099
437,108,100100013,10004,도봉한신아파트,127.045915,37.682572
438,108,100100013,10002,도봉산역,127.045637,37.688785
439,108,100100013,61604,다락원.서울인강학교앞,127.045017,37.694818
440,108,100100013,61039,롯데.신도아파트,127.047676,37.702712
441,108,100100013,61037,호원고교.호암초교,127.048131,37.705121
442,108,100100013,61035,장수원.신한대학교,127.048291,37.707559
443,108,100100013,61042,그랑베르아파트,127.047917,37.710464
444,108,100100013,61045,안말.병무청.호원예비군훈련장앞,127.047374,37.71371
445,108,100100013,61033,회룡중학교,127.04732,37.716732
446,108,100100013,61031,자동차검사소.한주아파트,127.047367,37.718918
447,108,100100013,61180,호원동.한주3.4차아파트,127.04756,37.720617
448,108,100100013,61029,회룡역,127.048096,37.723094
449,108,100100013,61041,의정부교앞,127.048126,37.728721
450,108,100100013,61024,의정부3동주민센터입구,127.048054,37.731334
451,108,100100013,61022,의정부3동우체국,127.047945,37.734601
