,busno,busid,stationid,stationnm,x,y
8187,541,100100574,37014,갈현동부대,126.980234,37.411098
8188,541,100100574,56035,인덕원역4호선,126.975479,37.402985
8189,541,100100574,63208,동편마을입구,126.971981,37.404886
8190,541,100100574,56036,부림마을,126.969326,37.404844
8191,541,100100574,56034,관양1동주민센터,126.965551,37.404606
8192,541,100100574,56029,관양중학교,126.961322,37.403891
8193,541,100100574,56030,수촌마을,126.955614,37.402847
8194,541,100100574,56016,종합운동장,126.951219,37.402044
8195,541,100100574,56011,삼호아파트,126.94779,37.400806
8196,541,100100574,56608,동양월드타워,126.944224,37.398929
8197,541,100100574,56010,대림아파트,126.942662,37.398869
8198,541,100100574,56001,삼성래미안아파트,126.938681,37.398877
8199,541,100100574,56006,비산사거리.이마트,126.935475,37.398894
8200,541,100100574,57042,진흥아파트,126.930738,37.397123
8201,541,100100574,57030,서안양우체국.국제나은병원,126.926159,37.393027
8202,541,100100574,57033,농림축산검역본부,126.928926,37.3897
8203,541,100100574,57034,만안구청,126.931219,37.386946
8204,541,100100574,57045,성결대학.안양아트센터.명학역,126.933471,37.384247
8205,541,100100574,57046,명학초교,126.935902,37.381519
8206,541,100100574,56062,미도아파트,126.939092,37.378407
8207,541,100100574,40058,산본고가도로,126.941051,37.37587
8208,541,100100574,40065,산본1동,126.942108,37.373747
8209,541,100100574,40070,금정역,126.942104,37.371913
8210,541,100100574,40069,산본1동입구,126.939688,37.370404
8211,541,100100574,40068,산본시장,126.937036,37.370133
8212,541,100100574,40075,13단지아파트입구,126.934518,37.371237
8213,541,100100574,40079,산본2동주민센터,126.933151,37.370077
8214,541,100100574,40136,우방아파트,126.930894,37.368156
8215,541,100100574,40137,군포문화예술회관,126.92916,37.366668
8216,541,100100574,40142,남천병원,126.926551,37.36444
8217,541,100100574,40130,극동아파트,126.924094,37.362352
8218,541,100100574,40132,둔전초등학교,126.922986,37.361071
8219,541,100100574,40131,산본공업고등학교,126.923886,37.358316
8220,541,100100574,40127,양지공원,126.926088,37.354606
8221,541,100100574,40110,5단지아파트입구,126.926064,37.351177
8222,541,100100574,40119,수리산역.5단지,126.925647,37.349849
8223,541,100100574,40028,군포보건소,126.926344,37.333568
8224,541,100100574,40604,군포공영차고지입구,126.927441,37.331546
8225,541,100100574,40615,군포공영차고지,126.927843,37.331004
8226,542,100100603,40163,부곡버스공영차고지,126.928929,37.3207
8227,542,100100603,40165,군포부곡도서관,126.933976,37.322654
8228,542,100100603,40167,부곡중앙중학교,126.937272,37.32308
8229,542,100100603,40169,부곡3단지아파트,126.939905,37.323786
8230,542,100100603,40171,부곡지구입구,126.940072,37.325188
8231,542,100100603,40173,부곡마을,126.938863,37.327222
8232,542,100100603,40175,한국복합물류,126.936175,37.329361
8233,542,100100603,40603,군포공영차고지,126.92742,37.331831
8234,542,100100603,40025,대야지하차도,126.927957,37.333029
8235,542,100100603,40046,복합화물터미널후문입구,126.934565,37.335493
8236,542,100100603,40055,안양베네스트골프클럽,126.93762,37.339711
8237,542,100100603,40052,용호고등학교,126.938795,37.342533
8238,542,100100603,40027,당동주공아파트,126.940166,37.344217
8239,542,100100603,40045,군포시평생학습원,126.942381,37.346464
8240,542,100100603,40032,군포초등학교,126.943941,37.34823
8241,542,100100603,40031,당동우체국,126.944556,37.350108
8242,542,100100603,40008,군포역,126.945579,37.352934
8243,542,100100603,40102,주공1단지.무궁화아파트,126.936044,37.357194
8244,542,100100603,40100,군포시청.산본역,126.933662,37.360029
8245,542,100100603,40077,중앙공원.산본제일병원,126.930424,37.363865
8246,542,100100603,40141,군포문화예술회관,126.929364,37.366685
8247,542,100100603,40144,장미아파트,126.931181,37.368243
8248,542,100100603,40078,산본2동주민센터,126.933365,37.370101
8249,542,100100603,40073,산본래미안아파트,126.936977,37.369983
8250,542,100100603,40067,삼성아파트입구,126.939851,37.370368
8251,542,100100603,40060,금정역,126.942113,37.37178
8252,542,100100603,40064,산본1동,126.942255,37.373744
8253,542,100100603,40062,산본고가도로,126.94115,37.375963
8254,542,100100603,40061,미도아파트,126.939394,37.378293
8255,542,100100603,57039,명학초교,126.935736,37.38188
8256,542,100100603,57041,명학대교,126.938931,37.383403
8257,542,100100603,56060,효성티앤씨.진영레미콘,126.943171,37.385039
8258,542,100100603,56063,안양우편물류센터,126.947068,37.388129
8259,542,100100603,56022,롯데백화점.범계역,126.949918,37.390443
8260,542,100100603,56024,동안구청.달안초등학교,126.949905,37.393169
8261,542,100100603,56026,샛별한양아파트,126.950793,37.396
8262,542,100100603,56047,부림중학교,126.955912,37.397758
8263,542,100100603,56049,공작마을럭키아파트,126.95676,37.400421
8264,542,100100603,56032,관양중학교,126.960661,37.403659
8265,542,100100603,56033,관양1동주민센터,126.965584,37.404501
8266,542,100100603,56046,부림마을.관양2동주민센터,126.969976,37.404772
8267,542,100100603,56045,인덕원역4호선.인덕원성당,126.974074,37.403674
8268,542,100100603,37013,갈현동부대,126.980377,37.411096
8269,542,100100603,37008,찬우물,126.984031,37.415307
8270,542,100100603,37037,정보과학도서관,126.988497,37.418958
8271,542,100100603,37010,과천주공2.3단지,126.988978,37.421735
8272,542,100100603,37018,정부과천청사,126.990092,37.426288
8273,542,100100603,37017,KT과천지사,126.992043,37.428551
8274,542,100100603,37016,경기도립과천도서관,126.994623,37.431363
8275,542,100100603,37019,8.9단지,126.996774,37.435363
8276,542,100100603,37005,과천성당,126.994651,37.438682
8277,542,100100603,37026,환경사업소,126.9989,37.449175
8278,542,100100603,37023,선바위역,127.000689,37.451339
8279,542,100100603,37030,안골,127.009646,37.455898
8280,542,100100603,22288,식유촌우면성당.서초에코리치,127.014282,37.457419
8281,542,100100603,22347,서초힐스아파트,127.016667,37.457937
8282,542,100100603,22286,서초힐스아파트,127.017678,37.458649
8283,542,100100603,22424,네이처힐5단지,127.023878,37.463336
8284,542,100100603,22283,네이처힐3.4단지,127.026206,37.465339
8285,542,100100603,22282,서울시품질시험소한국교원단체총연합회,127.028102,37.46755
8286,542,100100603,22478,kt연구소,127.030787,37.471629
8287,542,100100603,22276,우성아파트.양재초등학교,127.033026,37.47486
8288,542,100100603,22274,현대빌라,127.036052,37.476411
8289,542,100100603,22004,양재역,127.036825,37.481871
8290,542,100100603,22006,뱅뱅사거리,127.032993,37.486897
8291,542,100100603,22008,우성아파트,127.031011,37.491043
8292,542,100100603,22010,신분당선.강남역,127.029163,37.494957
8293,542,100100603,22012,지하철2호선.강남역,127.026418,37.500757
8294,542,100100603,22014,논현역,127.023755,37.506324
8295,542,100100603,22016,신사역,127.020642,37.51293
8296,542,100100603,23108,신사사거리.가로수길,127.021868,37.517156
8297,542,100100603,22015,신사역.푸른저축은행,127.020057,37.513937
8298,542,100100603,22013,논현역,127.023012,37.50722
8299,542,100100603,22011,지하철2호선.강남역,127.025728,37.501609
8300,542,100100603,22009,신분당선.강남역,127.028349,37.496026
8301,542,100100603,22007,우성아파트,127.03034,37.491823
8302,542,100100603,22005,뱅뱅사거리,127.032367,37.487592
8303,542,100100603,22003,양재역,127.035847,37.482522
8304,542,100100603,22291,일동제약사거리,127.038249,37.47887
8305,542,100100603,22273,하이패밀리,127.035587,37.476184
8306,542,100100603,22275,우성아파트.양재초등학교,127.031939,37.474571
8307,542,100100603,22601,KT삼거리,127.029738,37.472624
8308,542,100100603,22602,KT연구개발센터정문,127.030061,37.470552
8309,542,100100603,22281,서울시품질시험소한국교원단체총연합회,127.02793,37.467466
8310,542,100100603,22667,성촌마을입구,127.025209,37.464768
8311,542,100100603,22604,형촌마을입구,127.022623,37.46248
8312,542,100100603,22285,서초힐스아파트,127.017937,37.459002
8313,542,100100603,22605,서초에코리치아파트,127.014646,37.45757
8314,542,100100603,22287,식유촌우면성당.서초에코리치,127.012717,37.457478
8315,542,100100603,37031,안골,127.009668,37.456038
8316,542,100100603,37027,선바위역,127.001308,37.452149
8317,542,100100603,37025,환경사업소,126.999319,37.449939
8318,542,100100603,37001,과천성당,126.994494,37.438696
8319,542,100100603,37003,10단지,126.996658,37.435305
8320,542,100100603,37004,경기도립과천도서관,126.994704,37.431641
8321,542,100100603,37002,KT과천지사,126.991864,37.428542
8322,542,100100603,37006,정부과천청사,126.990027,37.426407
8323,542,100100603,37009,과천주공2.3단지,126.98883,37.421699
8324,542,100100603,37012,찬우물,126.983987,37.415427
8325,542,100100603,37014,갈현동부대,126.980234,37.411098
8326,542,100100603,56035,인덕원역4호선,126.975479,37.402985
8327,542,100100603,63208,동편마을입구,126.971981,37.404886
8328,542,100100603,56036,부림마을,126.969326,37.404844
8329,542,100100603,56034,관양1동주민센터,126.965551,37.404606
8330,542,100100603,56029,관양중학교,126.961322,37.403891
8331,542,100100603,56048,한가람삼성아파트,126.956585,37.400087
8332,542,100100603,56050,부림중학교,126.956116,37.397945
8333,542,100100603,56027,샛별단지,126.950853,37.396138
8334,542,100100603,56025,동안구청.달안초등학교,126.949827,37.393041
8335,542,100100603,56023,롯데백화점.엔씨백화점.범계역.,126.949792,37.3905
8336,542,100100603,56059,안양우편물류센터,126.947032,37.388253
8337,542,100100603,56061,효성티앤씨.진영레미콘,126.942982,37.385059
8338,542,100100603,57040,명학대교,126.938596,37.383476
8339,542,100100603,57046,명학초교,126.935902,37.381519
8340,542,100100603,56062,미도아파트,126.939092,37.378407
8341,542,100100603,40058,산본고가도로,126.941051,37.37587
8342,542,100100603,40065,산본1동,126.942108,37.373747
8343,542,100100603,40070,금정역,126.942104,37.371913
8344,542,100100603,40069,산본1동입구,126.939688,37.370404
8345,542,100100603,40068,산본시장,126.937036,37.370133
8346,542,100100603,40075,13단지아파트입구,126.934518,37.371237
8347,542,100100603,40079,산본2동주민센터,126.933151,37.370077
8348,542,100100603,40136,우방아파트,126.930894,37.368156
8349,542,100100603,40138,중앙공원,126.930294,37.363826
8350,542,100100603,40139,군포시청,126.933213,37.360368
8351,542,100100603,40101,충무주공아파트,126.935973,37.357084
8352,542,100100603,40006,군포1동주민센터,126.946423,37.354329
8353,542,100100603,40012,당동우체국,126.944536,37.350823
8354,542,100100603,40037,군포초등학교,126.943048,37.347513
8355,542,100100603,40050,군포시평생학습원,126.942128,37.346559
8356,542,100100603,40024,당동주공아파트,126.939878,37.344045
8357,542,100100603,40051,용호고등학교,126.938514,37.342364
8358,542,100100603,40048,안양베네스트골프클럽,126.937689,37.340473
8359,542,100100603,40618,복합화물터미널후문입구,126.935502,37.336459
8360,542,100100603,40034,대야지하차도,126.927736,37.333082
8361,542,100100603,40604,군포공영차고지입구,126.927441,37.331546
8362,542,100100603,40174,한국복합물류,126.936148,37.329294
8363,542,100100603,40172,부곡마을,126.938948,37.327031
8364,542,100100603,40170,부곡지구입구,126.939925,37.325316
8365,542,100100603,40168,부곡3단지아파트,126.939791,37.323891
8366,542,100100603,40166,부곡중앙중학교,126.93733,37.323169
8367,542,100100603,40164,군포부곡도서관,126.934418,37.322802
8368,542,100100603,40162,부곡버스공영차고지,126.928799,37.320754
8369,571,100100084,18216,가산동기점,126.875236,37.4853
8370,571,100100084,18101,한일유엔아이아파트,126.876468,37.485483
8371,571,100100084,18102,디지털3단지.롯데정보통신,126.876648,37.485086
8372,571,100100084,18104,디지털3단지.영창실업,126.878908,37.483239
8373,571,100100084,18106,가산디지털단지역,126.881211,37.481139
8374,571,100100084,18108,디지털3단지.월드벤쳐센터,126.879367,37.478991
8375,571,100100084,18112,디지털3단지사거리,126.881294,37.475882
8376,571,100100084,18114,금천패션아울렛사거리.W몰,126.887842,37.477737
8377,571,100100084,17130,디지털단지오거리,126.889425,37.479571
8378,571,100100084,17131,가리봉시장,126.887125,37.482865
8379,571,100100084,17134,구로4동자치회관,126.885619,37.486092
8380,571,100100084,17135,구로시장,126.884913,37.487793
8381,571,100100084,17137,구로4동우체국.고대구로병원정문,126.884174,37.490237
8382,571,100100084,17139,구로119안전센터,126.883179,37.493771
8383,571,100100084,17142,구로변전소,126.88397,37.497827
8384,571,100100084,17310,구로역.나인스애비뉴,126.883454,37.499806
8385,571,100100084,17146,구로기계공구상가,126.879276,37.503545
8386,571,100100084,17148,기업은행구로중앙지점,126.877397,37.505162
8387,571,100100084,15169,갈산초등학교정문,126.870428,37.512787
8388,571,100100084,15184,목동14단지,126.86947,37.514706
8389,571,100100084,15193,양천공원,126.869471,37.517918
8390,571,100100084,15269,목동중학교,126.870205,37.519226
8391,571,100100084,15252,길훈로즈빌아파트,126.870999,37.522457
8392,571,100100084,15164,목운초등학교.목운중학교,126.873262,37.526182
8393,571,100100084,15165,목동운동장남문.야구장.아이스링크,126.876402,37.528502
8394,571,100100084,15151,목동5단지C상가.목동운동장북문,126.877376,37.532795
8395,571,100100084,15152,파리공원,126.878256,37.534668
8396,571,100100084,15153,목동5단지B상가.목5동주민센터,126.881126,37.535828
8397,571,100100084,15154,목동이대병원.목동6단지앞,126.884147,37.536883
8398,571,100100084,15413,신목동역-서울지방식품의약품안전청,126.883521,37.54364
8399,571,100100084,19217,안양천입구,126.88459,37.546959
8400,571,100100084,14104,월드컵경기장남측.월드컵공원,126.896147,37.566612
8401,571,100100084,14105,월드컵경기장서측,126.895258,37.569356
8402,571,100100084,12173,증산중학교입구,126.906351,37.580616
8403,571,100100084,12174,증산역.증산동주민센터,126.909628,37.583717
8404,571,100100084,12422,연서중학교입구,126.912145,37.586292
8405,571,100100084,12175,와산교,126.913003,37.588106
8406,571,100100084,12176,새절역.숭실고입구,126.913885,37.591604
8407,571,100100084,12177,신흥시장,126.914886,37.595403
8408,571,100100084,12178,응암역.신사오거리,126.915589,37.59811
8409,571,100100084,12179,역촌초등학교,126.915949,37.602174
8410,571,100100084,12180,역촌상가,126.915461,37.606143
8411,571,100100084,12181,구산역2번출구.예일여고,126.916762,37.610015
8412,571,100100084,12182,구산역1번출구,126.917474,37.611666
8413,571,100100084,12183,대조동주민센터,126.917822,37.614083
8414,571,100100084,12184,연신내역.로데오거리,126.919913,37.617855
8415,571,100100084,12185,연서시장,126.922593,37.619241
8416,571,100100084,12186,종로약국,126.924578,37.620433
8417,571,100100084,12187,불광지구대,126.926712,37.621808
8418,571,100100084,12188,북한산대창센시티아파트,126.928725,37.624837
8419,571,100100084,12189,은평경찰서,126.929341,37.627648
8420,571,100100084,12450,신도초-중교입구,126.926908,37.631577
8421,571,100100084,12448,은평구민체육센터앞,126.923055,37.631649
8422,571,100100084,12446,은진초교입구,126.920928,37.631006
8423,571,100100084,12011,구파발역입구,126.917065,37.636017
8424,571,100100084,12009,은평뉴타운10단지,126.915007,37.642932
8425,571,100100084,12470,진관공영차고지,126.908135,37.646437
8426,571,100100084,12469,진관공영차고지,126.907937,37.646525
8427,571,100100084,35160,동산동,126.905649,37.64688
8428,571,100100084,12010,은평뉴타운10단지,126.913375,37.643646
8429,571,100100084,12012,구파발역입구,126.916856,37.637267
8430,571,100100084,12445,은진초교입구,126.920652,37.630744
8431,571,100100084,12447,은평구민체육센터앞,126.92255,37.631507
8432,571,100100084,12449,신도초-중교입구,126.925499,37.631522
8433,571,100100084,12198,은평경찰서,126.929288,37.628068
8434,571,100100084,12199,연신초등학교,126.928841,37.625615
8435,571,100100084,12200,불광지구대,126.926564,37.621829
8436,571,100100084,12201,새장골유래비,126.924399,37.620501
8437,571,100100084,12202,연서시장,126.922644,37.619543
8438,571,100100084,12203,연신내역.로데오거리,126.919782,37.617962
8439,571,100100084,12204,은평연세병원,126.917741,37.614655
8440,571,100100084,12205,구산역4번출구,126.917368,37.612105
8441,571,100100084,12206,구산역3번출구.예일여고,126.916988,37.610735
8442,571,100100084,12207,역촌상가,126.915288,37.606219
8443,571,100100084,12208,역촌초등학교,126.915718,37.602806
8444,571,100100084,12209,응암역2번출구,126.915966,37.600426
8445,571,100100084,12167,응암역.신사오거리,126.915366,37.597913
8446,571,100100084,12168,신흥시장,126.914711,37.595378
8447,571,100100084,12169,새절역.숭실고입구,126.913605,37.591162
8448,571,100100084,12170,와산교,126.912771,37.587879
8449,571,100100084,12423,연서중학교입구,126.911836,37.586133
8450,571,100100084,12364,증산역.증산동주민센터,126.90939,37.58371
8451,571,100100084,12172,증산중학교입구,126.90638,37.580847
8452,571,100100084,14106,월드컵경기장서측,126.895096,37.569423
8453,571,100100084,14103,마포농수산물시장.월드컵공원,126.896845,37.566348
8454,571,100100084,19215,영등포아리수정수센터,126.883547,37.547716
8455,571,100100084,15144,신목동역,126.881588,37.546011
8456,571,100100084,15360,신목동역-서울지방식품의약품안전청,126.883332,37.543638
8457,571,100100084,15148,월촌중학교,126.882114,37.537861
8458,571,100100084,15106,목동2단지,126.877897,37.536378
8459,571,100100084,15107,목동3단지,126.875931,37.534613
8460,571,100100084,15108,목동4단지.목동종합운동장,126.875297,37.532266
8461,571,100100084,15159,목1동주민센터,126.873559,37.529745
8462,571,100100084,15163,목동7단지,126.870335,37.528325
8463,571,100100084,15253,하이스트학원.종로학원,126.869561,37.524971
8464,571,100100084,15257,목동8단지,126.868455,37.520166
8465,571,100100084,15256,양천구청.양천보건소,126.866211,37.518075
8466,571,100100084,15236,양천문화회관,126.862609,37.51682
8467,571,100100084,15235,목동10단지상가,126.859973,37.515869
8468,571,100100084,15196,목동12단지,126.860276,37.514275
8469,571,100100084,15195,양천구민체육센타,126.864189,37.515634
8470,571,100100084,15194,양천구청,126.866373,37.516395
8471,571,100100084,15238,목동13단지,126.869316,37.514557
8472,571,100100084,15197,갈산초등학교정문,126.87025,37.512725
8473,571,100100084,17149,기업은행구로중앙지점,126.877353,37.50495
8474,571,100100084,17147,구로기계공구상가,126.87908,37.503475
8475,571,100100084,17143,쌍용구로정비사업소,126.88246,37.499572
8476,571,100100084,17141,구로초등학교,126.882484,37.496777
8477,571,100100084,17140,구로119안전센터,126.883025,37.493854
8478,571,100100084,17138,구로4동우체국.고대구로병원정문,126.88416,37.489918
8479,571,100100084,17136,구로시장,126.884654,37.488203
8480,571,100100084,17133,남구로역,126.886239,37.484286
8481,571,100100084,17132,가리봉시장,126.887055,37.482407
8482,571,100100084,18113,금천패션아울렛사거리.마리오,126.888553,37.478287
8483,571,100100084,18110,디지털3단지사거리,126.880554,37.476665
8484,571,100100084,18109,디지털3단지.(주)로옴코리아,126.87994,37.479546
8485,571,100100084,18107,가산디지털단지역,126.881501,37.48081
8486,571,100100084,18240,가산디지털단지역1호선,126.881046,37.481786
8487,571,100100084,18222,디지털3단지.영창실업,126.878965,37.483322
8488,571,100100084,18646,한일유앤아이아파트,126.87607,37.485622
8489,571,100100084,18217,가산동종점,126.875175,37.485288
8490,6000,100100411,16170,개화검문소,126.799864,37.578528
8491,6000,100100411,16857,김포공항국제선,126.801774,37.56583
8492,6000,100100411,16829,김포공항국내선,126.804419,37.558528
8493,6000,100100411,16014,송정역,126.809594,37.561358
8494,6000,100100411,16019,마곡역,126.826039,37.559691
8495,6000,100100411,16017,발산역,126.837601,37.558514
8496,6000,100100411,16112,발산역,126.839502,37.558325
8497,6000,100100411,16012,한국가스기술공사,126.843218,37.557965
8498,6000,100100411,16010,KBS스포츠월드,126.849242,37.556927
8499,6000,100100411,16008,강서구청사거리.서울디지털대학교,126.854085,37.555236
8500,6000,100100411,16006,등촌중학교 백석초등학교,126.860524,37.552865
8501,6000,100100411,16004,등촌역.강서보건소,126.867608,37.54942
8502,6000,100100411,16002,염창역.서울도시가스,126.875057,37.546863
8503,6000,100100411,22020,고속터미널,127.003841,37.505637
8504,6000,100100411,22018,반포역,127.011038,37.507908
8505,6000,100100411,22817,논현사거리,127.019776,37.51051
8506,6000,100100411,22013,논현역,127.023012,37.50722
8507,6000,100100411,22011,지하철2호선.강남역,127.025728,37.501609
8508,6000,100100411,23813,강남역,127.030021,37.498559
8509,6000,100100411,23811,역삼역,127.034797,37.500038
8510,6000,100100411,23809,토마토저축은행.르네상스호텔,127.044264,37.50293
8511,6000,100100411,23807,선릉역,127.05071,37.504911
8512,6000,100100411,23805,포스코사거리,127.05499,37.506231
8513,6000,100100411,23789,삼성역,127.060943,37.508082
8514,6000,100100411,24711,잠실종합운동장,127.072429,37.510608
8515,6000,100100411,24713,잠실주공1단지,127.079503,37.511816
8516,6000,100100411,24728,신천역,127.083624,37.511673
8517,6000,100100411,24614,잠실2.3단지,127.0881,37.511428
8518,6000,100100411,24714,잠실롯데월드,127.09909,37.510024
8519,6000,100100411,24715,잠실역,127.09702,37.512597
8520,6000,100100411,24727,잠실주공2.3단지,127.088078,37.511666
8521,6000,100100411,24662,신천역,127.082904,37.511895
8522,6000,100100411,24712,잠실주공1단지,127.079433,37.512034
8523,6000,100100411,24710,잠실종합운동장,127.07225,37.510841
8524,6000,100100411,23804,삼성역,127.061079,37.508362
8525,6000,100100411,23806,포스코사거리,127.055246,37.506533
8526,6000,100100411,23808,선릉역,127.050629,37.505101
8527,6000,100100411,23810,LG데이콤(르네상스호텔),127.044156,37.503135
8528,6000,100100411,23812,역삼역,127.034882,37.500304
8529,6000,100100411,23814,강남역12번출구,127.029446,37.498614
8530,6000,100100411,22012,지하철2호선.강남역,127.026418,37.500757
8531,6000,100100411,22014,논현역,127.023755,37.506324
8532,6000,100100411,22818,논현사거리,127.020085,37.510743
8533,6000,100100411,22017,반포역,127.012102,37.508401
8534,6000,100100411,22019,고속터미널,127.005263,37.506335
8535,6000,100100411,22021,신반포역,126.995808,37.503455
8536,6000,100100411,22023,구반포역,126.989993,37.502043
8537,6000,100100411,20782,흑석동,126.965422,37.507645
8538,6000,100100411,16001,염창역.서울도시가스,126.875883,37.547074
8539,6000,100100411,16003,등촌역.강서보건소,126.86867,37.549024
8540,6000,100100411,16005,등촌중학교 백석초등학교,126.861542,37.55261
8541,6000,100100411,16007,강서구청사거리.서울디지털대학교,126.855814,37.554813
8542,6000,100100411,16009,KBS스포츠월드,126.850502,37.556671
8543,6000,100100411,16011,한국가스기술공사,126.845503,37.557912
8544,6000,100100411,16013,발산역,126.839167,37.558539
8545,6000,100100411,16018,마곡역,126.827615,37.559718
8546,6000,100100411,16015,송정역,126.811077,37.56138
8547,6000,100100411,16848,김포공항국제선,126.801995,37.56601
8548,6000,100100411,16817,김포공항국내선,126.803464,37.55935
8549,6010,100100584,04781,왕십리역,127.037685,37.560936
8550,6010,100100584,04721,무학여고,127.033887,37.558283
8551,6010,100100584,04723,응봉삼거리,127.03412,37.555303
8552,6010,100100584,04795,응봉주민센터,127.033657,37.553963
8553,6010,100100584,04793,응봉현대아파트,127.030897,37.550137
8554,6010,100100584,04791,금호삼성래미안,127.027564,37.548324
8555,6010,100100584,04789,금호사거리,127.025,37.548142
8556,6010,100100584,04787,금옥초등학교.금호대우아파트,127.0187,37.546553
8557,6010,100100584,04785,옥수삼성아파트,127.014612,37.543795
8558,6010,100100584,04783,옥정중학교,127.011086,37.540947
8559,6010,100100584,03749,이집트대사관.한남더힐아파트,127.011491,37.53622
8560,6010,100100584,03752,한남동,127.008578,37.533948
8561,6010,100100584,03736,한남역,127.006709,37.531207
8562,6010,100100584,03324,한남동하이페리온,127.005605,37.527798
8563,6010,100100584,03728,신동아APT,126.985305,37.517896
8564,6010,100100584,03735,이촌현대아파트.금강병원,126.980848,37.517924
8565,6010,100100584,03729,강촌APT,126.977286,37.518853
8566,6010,100100584,03730,동부이촌동,126.971776,37.520591
8567,6010,100100584,03733,이촌동두산위브트레지움,126.967557,37.521444
8568,6010,100100584,미정차,원효대교북단(가상),126.951776,37.530452
8569,6010,100100584,미정차,마포대교북단(가상),126.939515,37.540414
8570,6010,100100584,미정차,서강대교북단(가상),126.928602,37.543823
8571,6010,100100584,미정차,양화대교북단(가상),126.907973,37.547185
8572,6010,100100584,미정차,성산대교북단(가상),126.891334,37.560146
8573,6010,100100584,미정차,난지한강공원(가상),126.873375,37.570557
8574,6010,100100584,미정차,난지도하수처리장(가상),126.849091,37.584527
8575,6010,100100584,미정차,김포공항IC(가상),126.792606,37.584247
8576,6010,100100584,미정차,노오지JC(가상),126.753576,37.570514
8577,6010,100100584,미정차,신공항TG(가상),126.664932,37.569707
8578,6010,100100584,미정차,북인천IC(가상),126.615091,37.554895
8579,6010,100100584,미정차,영종대교(가상),126.541867,37.521598
8580,6010,100100584,미정차,공항입구JC(가상),126.534435,37.516003
8581,6010,100100584,미정차,신불IC(가상),126.488544,37.461872
8582,6010,100100584,미정차,GS주유소(가상),126.47593,37.44151
8583,6010,100100584,미정차,공항출국장4.입구장진입6(경유),126.458669,37.448144
8584,6010,100100584,92601,인천공항9B,126.451199,37.448409
8585,6010,100100584,미정차,공항입국장진입1(경유),126.449605,37.445186
8586,6010,100100584,미정차,공항입국장진입2(경유),126.454539,37.441699
8587,6010,100100584,미정차,영종도인천공항종점2(가상),126.459744,37.444647
8588,6010,100100584,미정차,GS주유소(가상),126.476233,37.441325
8589,6010,100100584,미정차,신불IC(가상),126.488955,37.451561
8590,6010,100100584,미정차,공항입구JC(가상),126.516454,37.508457
8591,6010,100100584,미정차,영종대교(가상),126.541942,37.521497
8592,6010,100100584,미정차,북인천IC(가상),126.615109,37.554767
8593,6010,100100584,미정차,신공항TG(가상),126.664882,37.569526
8594,6010,100100584,미정차,노오지JC(가상),126.753549,37.57034
8595,6010,100100584,미정차,김포공항IC(가상),126.792612,37.584126
8596,6010,100100584,미정차,난지도하수처리장(가상),126.848968,37.584324
8597,6010,100100584,미정차,난지한강공원(가상),126.87322,37.570362
8598,6010,100100584,미정차,성산대교북단(가상),126.893213,37.558046
8599,6010,100100584,미정차,양화대교북단(가상),126.906217,37.547811
8600,6010,100100584,미정차,서강대교북단(가상),126.928161,37.543222
8601,6010,100100584,미정차,마포대교북단(경유),126.941161,37.536891
8602,6010,100100584,미정차,원효대교북단(가상),126.95053,37.530633
8603,6010,100100584,03732,이촌동두산위브트레지움,126.966001,37.521546
8604,6010,100100584,03648,동부이촌동,126.972709,37.520212
8605,6010,100100584,03649,강촌APT,126.975981,37.519183
8606,6010,100100584,03734,이촌현대아파트.금강병원,126.981057,37.517824
8607,6010,100100584,03710,신동아APT,126.985356,37.517803
8608,6010,100100584,03274,동빙고동,126.996486,37.520839
8609,6010,100100584,03750,한남역,127.007615,37.530644
8610,6010,100100584,03751,한남동,127.008798,37.533942
8611,6010,100100584,03748,이집트대사관.한남더힐아파트,127.011582,37.536161
8612,6010,100100584,04782,옥정중학교,127.011203,37.541256
8613,6010,100100584,04784,옥수삼성아파트,127.014727,37.543741
8614,6010,100100584,04786,금옥초등학교.금호대우아파트,127.018842,37.546544
8615,6010,100100584,04788,금호사거리,127.024197,37.548127
8616,6010,100100584,04790,금호삼성래미안,127.026957,37.547983
8617,6010,100100584,04792,응봉현대아파트,127.030604,37.549878
8618,6010,100100584,04794,응봉주민센터,127.033384,37.553527
8619,6010,100100584,04724,응봉삼거리,127.034311,37.555071
8620,6010,100100584,04722,무학여고,127.034051,37.558285
8621,6020,100100509,23812,역삼역,127.034882,37.500304
8622,6020,100100509,23814,강남역12번출구,127.029446,37.498614
8623,6020,100100509,22827,서초아르누보호텔.유원아파트,127.019829,37.495597
8624,6020,100100509,22711,교대역,127.014422,37.493947
8625,6020,100100509,22828,삼풍아파트,127.013117,37.496449
8626,6020,100100509,22829,삼호아파트,127.011896,37.501426
8627,6020,100100509,22539,반포자이아파트,127.010031,37.505594
8628,6020,100100509,22793,강남고속버스터미널,127.003988,37.505946
8629,6020,100100509,22021,신반포역,126.995808,37.503455
8630,6020,100100509,22023,구반포역,126.989993,37.502043
8631,6020,100100509,미정차,한강대교(가상),126.957107,37.513975
8632,6020,100100509,미정차,여의교(가상),126.927906,37.51544
8633,6020,100100509,미정차,여의2교(가상),126.911327,37.526503
8634,6020,100100509,미정차,여의하류IC(가상),126.909407,37.531982
8635,6020,100100509,미정차,양화대교(가상),126.900606,37.539092
8636,6020,100100509,미정차,성산대교(가상),126.888705,37.547805
